短评内容,头像,星级评分数,j,用户连接,用户名,是否看过,评论时间
很用心的导演组,https://img2.doubanio.com/icon/u125962511-2.jpg,0,,https://www.douban.com/people/125962511/,超超_陈超然,看过,"
                    2021-11-27 10:37:06
                "
郭柯宇真是给自己建了堵密不透风的墙 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,https://img2.doubanio.com/icon/u84042964-2.jpg,0,,https://www.douban.com/people/84042964/,喵赵,看过,"
                    2021-10-23 03:50:19
                "
今天看了番外，又哭成狗，好喜欢这个节目。 最喜欢郭柯宇，她温柔又感性，体面又大度，浪漫且充盈。看了她的人物专访，更喜欢她了。好喜欢看她讲话，她每次描述内心感受、读诗、罗列那些琐碎的小事儿，都很有魅力呀！不懂章贺为什么没耐心倾听。也喜欢佟晨洁，在“老婆”这个社会角色中，她是我见过做得最好的。给对方台阶，积极主动寻求沟通。这两位姐姐真美好。,https://img2.doubanio.com/icon/u156114707-2.jpg,0,,https://www.douban.com/people/156114707/,九九,看过,"
                    2021-08-11 17:19:43
                "
很神奇 郭柯宇和章贺，能让人在真人人生里看到对形而上爱情的具象展示，对观众来说，这种际遇是难遇的，白头偕老儿女双全姻缘美满都不难遇，这种以血肉之躯注解爱之一字的境况才真的难遇，对观者都是，对身者更是，爱借由他们的身显圣。,https://img9.doubanio.com/icon/u67707054-5.jpg,0,,https://www.douban.com/people/67707054/,别让理智,看过,"
                    2021-10-21 00:36:01
                "
这节目实在是太好了，非常值得推荐，每一次看都有新的心得，等于通过别人的失败汲取经验,https://img9.doubanio.com/icon/u139229981-5.jpg,0,,https://www.douban.com/people/139229981/,余唐Volta,看过,"
                    2021-09-27 12:59:21
                "
谁不想参加一次这样的免费个人心理治疗加夫妻关系咨询的旅行？人真的只有在了解自己，接纳自己之后，才能以同理心看待关系，对待另一半。,https://img9.doubanio.com/icon/u1021391-15.jpg,1,,https://www.douban.com/people/xuyimeng/,庚金少女,看过,"
                    2021-12-05 11:30:44
                "
爱情！曾遇到过爱情，我何其有幸！,https://img2.doubanio.com/icon/u80998859-3.jpg,0,,https://www.douban.com/people/80998859/,学之,看过,"
                    2021-11-04 13:39:51
                "
无数次如鲠在喉，却哭不出来。深度剖析婚姻的一部综艺,https://img2.doubanio.com/icon/u122564156-1.jpg,0,,https://www.douban.com/people/122564156/, 离岛。,看过,"
                    2021-10-25 21:56:19
                "
虽然不完美，但还是愿意给五星，这个节目看的太投入了，大结局也很喜欢。和上半年看的《怦然心动20岁》共同列入恋综必推清单，太沉浸式了。国产偶像剧还在辣眼睛毁审美的时候，综艺已经不知不觉走在了前头，摄影绝美，镜头很绝，更别提配乐品味和整体包装了。,https://img3.doubanio.com/icon/u88173487-10.jpg,0,,https://www.douban.com/people/88173487/,朝阳刘亚仁,看过,"
                    2021-10-21 01:24:31
                "
或许 这就是爱,https://img2.doubanio.com/icon/u44599385-21.jpg,0,,https://www.douban.com/people/acedamic/,夕,看过,"
                    2021-11-09 11:48:53
                "
相爱相杀,https://img2.doubanio.com/icon/u127008820-71.jpg,1,,https://www.douban.com/people/xix5520027/,Rxxxxxxx,看过,"
                    2021-09-10 23:25:44
                "
2021最佳综艺无疑！情感类综艺的天花板，逢人便推荐的节奏。回味良久，后劲十足。人性之复杂，爱情之无解，婚姻之围城。18天高质量旅行探寻内心深处的声音，新疆风景绝美，配乐ost绝佳，导演组设置的各个环节情境绝妙，最后复盘的时候泪洒三张纸巾：影后的情感太细腻动人了、佟姐太slay了、小朱终于解脱了。顿悟国人是缺乏爱的教育的，特别缺乏亲密关系的教育。感谢三对夫妻真实不保留地呈现所有，即便离婚分开，都证明了爱存在过；而人性复杂，没有完美的性格，婚姻只是一种法律形式，爱的存在方式太多元了。能引起共鸣、引发深思、启迪心智甚至引领教育作用的综艺，我称之为神作。感谢所有真诚?。,https://img1.doubanio.com/icon/u63367486-8.jpg,0,,https://www.douban.com/people/63367486/,人間惆悵客,看过,"
                    2021-11-08 21:43:08
                "
谢谢郭和章带给我的感动！,https://img3.doubanio.com/icon/u134866887-10.jpg,0,,https://www.douban.com/people/134866887/,大大大海龟,看过,"
                    2021-10-21 03:56:39
                "
人与人之间的复杂，保持善良和温柔。,https://img2.doubanio.com/icon/u157764065-42.jpg,4,,https://www.douban.com/people/157764065/,一哒哒二哒哒,看过,"
                    2021-09-01 13:08:04
                "
原以为真是个离婚类节目，内心极度抵触。不小心看了之后，发现真香。最后大结局的时候，中午翘班冒雨赶回家看的。,https://img9.doubanio.com/icon/u2359847-6.jpg,0,,https://www.douban.com/people/amylittle/,amylittle,看过,"
                    2021-11-05 16:37:08
                "
其实看过第一期就能明白这三对爱人之间不可弥合的矛盾了。我觉得，敢于出现在节目中是需要很大的勇气的。当局者迷，旁观者就一定清吗？复杂的爱情，让人着迷也让人伤感。,https://img2.doubanio.com/icon/u122008860-1.jpg,2,,https://www.douban.com/people/lusiven/,Desperado,看过,"
                    2021-08-19 00:01:06
                "
觉得挺适合想结婚的情侣看的，能思考不少问题,https://img1.doubanio.com/icon/u152261639-8.jpg,1,,https://www.douban.com/people/AndrewRiyu/,Lumières,看过,"
                    2021-10-20 22:05:15
                "
说到底，不是节目不好，是我不适合看综艺。如果这档节目拍成纪录片，我可能更能看下去。,https://img1.doubanio.com/icon/u168946756-27.jpg,0,,https://www.douban.com/people/SnowinginAfrica/,丹妮姑娘,看过,"
                    2021-10-22 11:54:01
                "
国内“恋综”天花板,https://img1.doubanio.com/icon/u166008844-8.jpg,3,,https://www.douban.com/people/166008844/,呼啦呼啦屁屁虫,看过,"
                    2021-09-02 13:33:35
                "
看别人的故事悟自己的人生,https://img2.doubanio.com/icon/u156097100-3.jpg,0,,https://www.douban.com/people/156097100/,叶星妙,看过,"
                    2021-10-23 22:42:35
                "
直面婚姻和中年感情里的一地鸡毛，反向heart signal，节目组好像也没往刻意狗血方向引导，多的还是探讨如何寻找婚姻生活的平衡，挺好。看到朱雅琼哭着说抱了一分钟就要被提醒时间到了该离开，真是隔着屏幕共情鼻酸了。,https://img1.doubanio.com/icon/u43761875-28.jpg,0,,https://www.douban.com/people/43761875/,スモモ,看过,"
                    2021-08-16 00:51:47
                "
"只看了四集，私心觉得老王是可以的。浪漫不浪漫算个啥，务实就好了嘛。爱孩子、有事业心，一心扑在剧本创作上，关键没啥花花肠子。不是说朱雅琼不好，但她适合找个懂情调，关注点在她身上，给她满满存在感的老公。
婚姻，供需错配，就算有感情也是空欢喜喽。

P.S.瞧不起老王说他的剧豆瓣只有6分的，是真不知道业内编剧生存状态是怎样的。",https://img1.doubanio.com/icon/u81894902-18.jpg,0,,https://www.douban.com/people/wild-time/,朴晏,看过,"
                    2021-10-20 21:49:17
                "
前面蛮好看的 后面感觉一般  最重要的是种草了新疆旅游！！！,https://img3.doubanio.com/icon/u36611948-10.jpg,0,,https://www.douban.com/people/charlotte94/,温柔贤淑高小姐,看过,"
                    2021-10-23 13:28:22
                "
"大芒果就是厉害，本来毫无兴趣，看到多处的安利与讨论，还是一次性追完了

一对夫妻，关于感性与理性
一对夫妻，关于心动，回应，肯定
一对夫妻，关于底线，兴趣爱好

平等与肯定，是每个人都需要的
好的沟通真的太重要了

在婚姻里，女人是嫁给爱与感觉，男人娶的是生活。太赤裸真实了

一定要活成自己喜欢的样子

爱人，是可以连他的脚丫子都爱的

真实，是成本最低的生活方式

爱的本质是与他人建立链接，去体验各类情感，必定是受到了伤害才会是成长

就这方面来说，我一直没有成长
或是说，我还不懂什么是爱。原因可能是因为我太害怕受伤害了，所以一直抵触跟人建立太深的链接

虽然我没受过什么情感伤害，但是我就是很恐惧伤害

愤怒的背后是恼和羞

人都是用自己被爱的方式去爱别人
我没有越变越好，是我放弃的理由",https://img2.doubanio.com/icon/u149786255-3.jpg,0,,https://www.douban.com/people/149786255/,南瓜周,看过,"
                    2021-11-17 00:19:07
                "
终于追完了 我的天 真是费感情?,https://img3.doubanio.com/icon/u146828049-10.jpg,0,,https://www.douban.com/people/146828049/,二狗君,看过,"
                    2021-10-23 12:46:54
                "
一部分重要且没有完全坍塌的弧光。郭姐我爱你。,https://img2.doubanio.com/icon/u2444668-11.jpg,1,,https://www.douban.com/people/arielhappiness/,titanicat,看过,"
                    2021-10-21 10:23:48
                "
节目中途我也对章贺很失望，但最后跟郭柯确实很催泪。雅琼很清醒?章贺，你确实配不上郭老师，祝你幸福，千万别回头！郭老师，祝你拥有爱与健康和自由！！！,https://img2.doubanio.com/icon/u151526983-2.jpg,0,,https://www.douban.com/people/151526983/,风知道,看过,"
                    2021-10-21 19:32:30
                "
婚姻中的问题 不是我面对你 而应该是我们面对问题。女生要的是稀缺性 需要男生用自己所稀缺的来证明对女生的爱。在外真诚 在家对最亲密的人 反而是要演戏才会欢声笑语。爱情里最大的问题是 我希望你做正确的事 - 我爱你 希望你好 对人就缺少了关注度 但我爱的是那个人。冷战两种 冷暴力vs冷处理。特殊的情侣关系 特殊的视角 特殊的感慨和经验。,https://img9.doubanio.com/icon/u59783887-4.jpg,0,,https://www.douban.com/people/59783887/,HIM,看过,"
                    2022-01-18 23:02:52
                "
今年最好看的真人秀综艺，好喜欢郭姐。抛开KK喝酒和控制不住情绪不说，我还挺羡慕他和佟之间的相处模式的，看得出来他们很相爱。老王真的在某些方面算是好男人，只是两个人真的不适合。,https://img9.doubanio.com/icon/u61312621-215.jpg,0,,https://www.douban.com/people/61312621/,吃到飽阿飽,看过,"
                    2021-10-30 19:15:22
                "
真诚很重要,https://img1.doubanio.com/icon/u171963441-19.jpg,0,,https://www.douban.com/people/171963441/,旺仔牛奶冰,看过,"
                    2021-10-31 15:20:02
                "
虽然又是模仿韩综，但，这个题材适合中年人好好审视…有投射，有思考，如果你愿意思考。 基本每集都能哭…,https://img2.doubanio.com/icon/u1257797-12.jpg,0,,https://www.douban.com/people/jeanwoo/,wing,看过,"
                    2021-10-18 23:14:57
                "
哭惨,https://img2.doubanio.com/icon/u45110516-72.jpg,0,,https://www.douban.com/people/45110516/,那谁,看过,"
                    2021-10-20 13:15:51
                "
我也跟着他们成长了，最后一集看到kk的变化，突然感受到了爱的力量，真好,https://img2.doubanio.com/icon/u72736291-3.jpg,0,,https://www.douban.com/people/72736291/,hdchild,看过,"
                    2021-11-05 21:37:07
                "
"被精读老师狠狠安利惹

尊重与祝福?",https://img1.doubanio.com/icon/u143789073-99.jpg,0,,https://www.douban.com/people/sharonaee/,十一月的仙仙,看过,"
                    2021-12-27 11:02:42
                "
很难有能看哭的综艺,https://img9.doubanio.com/icon/u151665614-26.jpg,1,,https://www.douban.com/people/151665614/,Lucifer,看过,"
                    2021-10-13 00:00:43
                "
"我觉得它掺水
可是还是好喜欢 
“可能有过，我忘记了”
怎么能忘记呢…
郭柯的表达真的需要很细腻的人才能懂啊
连最后都理解了老王，可理解不代表接受
不是相爱就可以在一起生活，可是那么多人连相爱都不曾却在一起生活，不知道哪一个更糟糕
人类观察记?哭得累了",https://img9.doubanio.com/icon/u145021075-5.jpg,0,,https://www.douban.com/people/145021075/,東凉,看过,"
                    2021-10-20 23:33:20
                "
终于把这部综艺看完了。章贺真是渣男，表面上一副特别关心郭柯宇的模样，其实背地里早已经有了女朋友，当年离婚时占有了房子。老王虽然前期让人觉得窒息，但是他却是三人中最关心老婆的人，虽然有时方式让人不能接受，最后甚至为他感到心疼。KK不就是酒鬼吗？最烦喝醉酒没有自制力的人。希望郭柯宇重新走上女演员的路，毕竟中年女演员太稀缺了，实在是受不了刘涛的演技了。,https://img2.doubanio.com/icon/u4334030-21.jpg,2,,https://www.douban.com/people/4334030/,???,看过,"
                    2021-11-01 16:33:16
                "
观察团的两位老师金句频出 主角们的故事让人感触很深,https://img1.doubanio.com/icon/u167827198-7.jpg,1,,https://www.douban.com/people/167827198/,猪宝乐园,看过,"
                    2021-09-18 14:40:33
                "
比同期的女儿恋爱节目好多了,https://img1.doubanio.com/icon/u1673529-19.jpg,0,,https://www.douban.com/people/evilye/,UUR,看过,"
                    2021-08-21 11:34:25
                "
"着实追了13期，也是第一次追一部综艺，非常感谢嘉宾和催更团们，在追更的这段时间，看着这三对爱人们，就像柴米油盐的你我他，不爱做家务也好，控制不了的嗜好也好，无效沟通也好，原生家庭带来的影响也好……从最初讨厌老王的nonono,到最后理解老王;从最初同情朱雅琼，到讨厌她的矫情，最后钦佩她的可爱乐观与旺盛的生命力; KK的懒惰和可爱共存，佟晨洁人间清醒并常常示弱，钢铁直男章贺和郭柯的倔强，我喜欢这些人们，无论是他们闪闪发光的优点还是让人恼火的缺点，反而正是这些缺点让我觉得更真实，生活哪是不食人间烟火，鸡毛蒜皮才是常态！希望，我们都会越来越好！",https://img1.doubanio.com/icon/u52039597-9.jpg,1,,https://www.douban.com/people/52039597/,桃夭,看过,"
                    2021-10-24 16:08:06
                "
你曾经对我说，你永远爱着我。爱情这东西我明白，但永远是什么。,https://img2.doubanio.com/icon/u143450132-21.jpg,0,,https://www.douban.com/people/143450132/,消失的摩西,看过,"
                    2022-01-01 17:45:27
                "
感情综艺的天花板！看完最后一期感觉和他们好亲近,https://img3.doubanio.com/icon/u36026800-20.jpg,0,,https://www.douban.com/people/36026800/,Swin,看过,"
                    2021-08-24 12:55:57
                "
最大的收获，郭柯宇。,https://img9.doubanio.com/icon/u141834867-24.jpg,0,,https://www.douban.com/people/141834867/,neou,看过,"
                    2021-10-20 14:12:02
                "
恋爱必修课,https://img9.doubanio.com/icon/u40848331-4.jpg,0,,https://www.douban.com/people/40848331/,廛鸢,看过,"
                    2021-11-09 22:22:43
                "
kk是人间活菩萨吧，这样赤身裸体展示给全国观众骂骂骂?,https://img1.doubanio.com/icon/u1631511-147.jpg,0,,https://www.douban.com/people/zhizhiazhizhi/,?,看过,"
                    2021-11-11 00:44:56
                "
好看！强推！演的都很不错，剪辑也很精彩，点评嘉宾也很到位。有阅历的或者经历的人，能找到很多共鸣，学到很多东西，获得许多感悟和思考,https://img2.doubanio.com/icon/u183571804-2.jpg,0,,https://www.douban.com/people/183571804/,ArnoFly,看过,"
                    2021-09-18 05:02:17
                "
形式新颖，内容比想象中的丰富的多得多。芒果的文案和配乐没得说，尤其喜欢几位观察团的嘉宾，不断的输出，不停的提炼，爱人要先爱己。 我从未有过爱情，可却一直在触摸爱情。,https://img2.doubanio.com/icon/u150709423-3.jpg,0,,https://www.douban.com/people/150709423/,三余,看过,"
                    2021-08-26 15:13:08
                "
郭姐真的蛮好，佟姐，算了尊重祝福,https://img9.doubanio.com/icon/u155173572-5.jpg,0,,https://www.douban.com/people/155173572/,伊卡洛斯,看过,"
                    2021-10-21 21:55:49
                "
感慨人类之间的感情可以有很多种形态。 一双特别喜欢的鞋子放在橱窗里但是怎么穿也穿不下，那就拍张照片好好珍藏吧。,https://img1.doubanio.com/icon/u4781307-168.jpg,0,,https://www.douban.com/people/4781307/,Butterfly,看过,"
                    2021-08-12 11:50:26
                "
感觉老王挺好的 10.10 “你怎么可能放一个你爱的人去和别人生活” 天真 10.20,https://img1.doubanio.com/icon/u67804451-8.jpg,1,,https://www.douban.com/people/67804451/,(?°з°)-?,看过,"
                    2021-10-10 21:34:12
                "
最后一期我真的圆满了！而且这档综艺的背景音乐真的yyds ,https://img2.doubanio.com/icon/u52292514-11.jpg,1,,https://www.douban.com/people/52292514/,油梨在外,看过,"
                    2021-10-20 13:44:35
                "
看完第10期，想要立马和人谈恋爱然后一起玩那个桌游卡牌，太神奇，竟然可以展示出这么多的东西出来，而且沈老师的洞察力也太强了，关于3对的所有的分析都一针见血了。即便是有剧本的我也认了，太精彩了，一档离婚节目竟然让单身狗十分憧憬一段良好的亲密关系，救命?,https://img9.doubanio.com/icon/u134244549-4.jpg,2,,https://www.douban.com/people/134244549/,May,看过,"
                    2021-10-05 23:35:57
                "
动人,https://img2.doubanio.com/icon/u94215904-3.jpg,0,,https://www.douban.com/people/94215904/,kkk,看过,"
                    2021-10-27 19:15:07
                "
这是为数不多的，翻拍韩国综艺翻拍的好的！韩版的那个我看过，可能是因为国与国的差异，导致我在看的时候，总是上帝视角去看，很少共鸣。因为韩国人的生活方式，说话方式，即便每个人不同，我还是不太接受或者适应他们的方式，所以看的时候很脱离。反倒是看本土化的，共鸣感很强。而且带出来的社会话题也很尖锐。真的是一个为数不多的汉化成功的综艺。,https://img1.doubanio.com/icon/u170532138-8.jpg,3,,https://www.douban.com/people/170532138/,本加菲猫不吃鱼,看过,"
                    2021-08-20 02:33:24
                "
其实都走到这一步，该离就离，没必要复合。不认同劝和不劝离。这节目更加重了我对婚姻的恐惧。 芒果台抄综艺从来不眨眼。,https://img2.doubanio.com/icon/u145436493-3.jpg,0,,https://www.douban.com/people/145436493/,吃籽不吐皮,看过,"
                    2021-08-26 09:57:50
                "
芒果做综艺还是有一套的，这种类型的节目还是第一次看，看的过程中也能反省自己，看他们争吵恩爱，希望他们以后都不会对自己现在的选择后悔，祝他们都能各自安好，各自幸福,https://img1.doubanio.com/icon/u196673871-7.jpg,1,,https://www.douban.com/people/196673871/,沈腾,看过,"
                    2021-12-05 10:13:50
                "
五星！强烈推荐！,https://img1.doubanio.com/icon/u54566646-7.jpg,0,,https://www.douban.com/people/54566646/,羿言,看过,"
                    2021-11-04 19:09:26
                "
是好是坏，走不下去分开又相聚,https://img2.doubanio.com/icon/u77660191-1.jpg,0,,https://www.douban.com/people/77660191/,牵着猫去遛狗,看过,"
                    2021-10-20 22:39:16
                "
最后两集暴风哭泣,https://img1.doubanio.com/icon/u126880321-9.jpg,1,,https://www.douban.com/people/126880321/,风的另一边,看过,"
                    2021-10-26 14:40:54
                "
着重看的是三位女性，可能更有共鸣一些。三场婚姻里都表现出同一个问题：女性不论是什么样的状态进入婚姻都会游离，一方面想独立清醒摆脱旧剧本的男性权威，一方面又陷于男性的温柔乡中难以自拔，全程都在挣扎。然而更多的痛苦或许不完全是婚姻带来的，也有中年危机的恐惧和无助，即使断了亲密关系也躲不掉孑孓的孤独感，但如果此时能有一个人以体温相依，或许还能在这宇宙中的漫漫长夜中体会到一丝暖意，这才是让人无奈又暖心的地方。意外发现胡彦斌的观察和感悟很敏锐。,https://img1.doubanio.com/icon/u4297200-18.jpg,0,,https://www.douban.com/people/louise.lu/,阿秩君,看过,"
                    2021-10-25 00:56:27
                "
还可以 但感觉后期剧本有点多,https://img1.doubanio.com/icon/u39220632-67.jpg,1,,https://www.douban.com/people/Pittsburgh/,zzzzz,看过,"
                    2021-09-29 12:36:48
                "
哈哈哈离婚综艺看得我想结婚,https://img1.doubanio.com/icon/u166979368-38.jpg,0,,https://www.douban.com/people/166979368/,绿色星星雷亚,看过,"
                    2021-10-29 16:21:29
                "
和狗哥看了最后一期，宣布再见爱人对我的婚姻毫无指导意义。虽然我们俩也是类似矫情女?钢筋混凝土男的组合，但是狗哥永远懂我的点，会在每一个我需要拥抱的时候给我更多。,https://img9.doubanio.com/icon/u40000886-25.jpg,0,,https://www.douban.com/people/wen163/,lvlv的喵,看过,"
                    2021-10-21 12:36:22
                "
拍的很好，少数能好好思考的综艺，但是结尾我真的很不喜欢。,https://img9.doubanio.com/icon/u122019554-4.jpg,0,,https://www.douban.com/people/122019554/,轸念,看过,"
                    2021-10-23 22:30:53
                "
?,https://img9.doubanio.com/icon/u76025225-35.jpg,0,,https://www.douban.com/people/76025225/,Stretch,看过,"
                    2022-01-09 06:13:01
                "
"人们都说要为了爱情才结婚，可是现实往往不遂人愿。很多人到了适婚年龄，心态也做好了准备，于是只是因为合适而走进婚姻；也有很多人是自己真正喜欢的，是见证了自己成长的人，但相处了一段时间发现和他有着不可磨灭的隔阂。

前者，也许夫妻之间并没有那么多的矛盾，但就是没有激情；后者，也许开心的时候非常开心，但一谈论到关乎人生问题的时候就会产生巨大的矛盾。

我在此只列出了两种婚姻关系，现实中有千千万万种。我们长大后才懂得，不是所有人都能有幸遇到爱情。我们能做的只是向生活妥协，过好自己的生活，至于我和你之间是爱情还是亲情那都无所谓了。假如我们真的无法继续走下去了（有解决不了的矛盾也好，单纯的因为没有爱情也罢），我们还是会乐意接受任何结果。",https://img2.doubanio.com/icon/u177704314-2.jpg,0,,https://www.douban.com/people/177704314/,Saint,看过,"
                    2021-10-22 05:36:15
                "
想起之前的韩国综艺＃我们离婚吧，看完之后感觉还不错，里面的三对都很典型，还有沈奕斐老师给出了一些犀利的点评，看的时候会想我身上有没有一点他们的影子，会跟着嘉宾思考，碰到赞成的观点也会拍手叫好，看了一集想继续追下去，就是一集时间有点长，将近2个小时。 很开心一直在追的两档综艺都完结了，一个聊爱情的结束，一个聊爱情的开始，很喜欢里面嘉宾观点的碰撞，你甚至在节目里还能看到相亲。观察了这么多段感情，真是不知道对待自己的感情能不能同样做到如此客观理性，期待在合适的时间能再次遇到那个ta。,https://img2.doubanio.com/icon/u126720927-1.jpg,0,,https://www.douban.com/people/126720927/,Archie,看过,"
                    2021-10-30 19:59:20
                "
真好,https://img9.doubanio.com/icon/u125987557-5.jpg,0,,https://www.douban.com/people/125987557/,海牛阿姨,看过,"
                    2021-11-15 21:15:10
                "
21-10. 很特别的真人秀，虽然拍的是离婚或在离婚边缘的cp，相处模式却能令我们这种新婚夫妇也不时看到自己的影子。喜欢章鱼cp的细腻、纠结和ending，喜欢老王小朱暴露的真实，喜欢佟晨洁人间清醒、独立女性的模样。昨天看了GQ报道刚发的老王小朱的访谈文章，很真挚、很揪心。这节目第一季能找到郭柯宇和其他这些特别的嘉宾真是捡了宝了，感觉如果再有第二季、第三季，也很难超越这季了。,https://img1.doubanio.com/icon/u1227072-139.jpg,0,,https://www.douban.com/people/cxq/,潋滟,看过,"
                    2021-10-27 11:08:38
                "
相爱不易相处难。两个人的关系真的是你输了并不算我赢啊，情伤都是两败俱伤。且行且珍惜，好好享受，好好维系，好好经营，但愿初心依旧，情深不移。,https://img2.doubanio.com/icon/u1603825-112.jpg,0,,https://www.douban.com/people/HYW/,Odyssey,看过,"
                    2021-10-21 10:13:31
                "
我要把郭柯宇的《直到对的人来》循环一百遍,https://img2.doubanio.com/icon/u157781470-1.jpg,0,,https://www.douban.com/people/157781470/,爬呀爬天梯,看过,"
                    2021-10-20 13:44:54
                "
这节目像一面镜子，照射出中国家庭中的亲密关系。搁20年前的社会环境不会引发社会热议，如今的社会更关注个体自由，夫妻不再是人生中唯一的一种社会关系，他们可以是亲人、朋友。让自己过得更好才是永恒的真谛。,https://img9.doubanio.com/icon/u1459534-6.jpg,3,,https://www.douban.com/people/bonnae/,bonnae,看过,"
                    2021-09-15 22:04:05
                "
真的观察类节目天花板了。全程跟着哭，看到他们每一对的成长，感觉自己也领悟到了一些东西。,https://img2.doubanio.com/icon/u152665320-3.jpg,2,,https://www.douban.com/people/152665320/,四季?,看过,"
                    2021-10-29 00:26:51
                "
9.15那期真是比大部分爱情片真实精彩，没听过谁把“前妻”这两个字叫得那么低回婉转……/郭柯宇和沈奕斐，真是聪明人见聪明人。/整个节目里三位女士最美的时刻居然是一起唱《笑红尘》。/郭柯宇章贺这段真是，电影也写不出来。终于追完了，天天哭成桃眼。这个节目最感人的一点在于，它尽可能给所有人体面，尽力全面即是体面。/节目组的信写得太用心了，爱真是多层多面多重意义。,https://img3.doubanio.com/icon/u120556914-20.jpg,0,,https://www.douban.com/people/120556914/,少女包青天,看过,"
                    2021-12-15 22:08:15
                "
"节目本身四星，番外太好看加一星
郭柯宇真是个宝贝啊，从她身上能一直挖到惊喜，她走心的长篇大论一点都不会让人觉得厌烦，每次都会哭成狗
我真的很喜欢老王哈哈
第一次发现，孙怡蛮可爱的
这一季观察室里的嘉宾都很好，嘉宾们请得太好了，各有功能
下一季可能无法超越此了
",https://img2.doubanio.com/icon/u166188632-3.jpg,1,,https://www.douban.com/people/166188632/,瓷喜,看过,"
                    2021-10-29 00:29:58
                "
什么是爱情，是在一起的勇气还是走下去的坚持？,https://img2.doubanio.com/icon/u165883107-2.jpg,0,,https://www.douban.com/people/165883107/,晓星想扮奥特曼,看过,"
                    2021-11-13 00:28:46
                "
数度暴风式哭泣，希望这样真的走心的节目多一点,https://img2.doubanio.com/icon/u56336359-31.jpg,0,,https://www.douban.com/people/56336359/,少女绿妖,看过,"
                    2021-11-10 16:51:20
                "
"关于节目。这样的一地鸡毛我不会每星期追，但如果一次性看完我是真的可以一期不落下，因为真实。是真实的力量。
节目的真实，文案的必要性，歌单的高级（不媚俗 不担心观众听不懂），很好。

关于人。感谢郭柯宇给我看到文艺女性可以有的活法。感谢朱雅琼给我看到天真女性可以有的活法。感谢佟晨洁给我看到上海独立女性的成熟。",https://img2.doubanio.com/icon/u81662611-2.jpg,0,,https://www.douban.com/people/81662611/,四目仓颉,看过,"
                    2021-12-12 20:01:17
                "
2021年度综艺,https://img1.doubanio.com/icon/u96476873-7.jpg,0,,https://www.douban.com/people/96476873/,白唱歌,看过,"
                    2021-11-04 22:38:49
                "
有被真实的感动 也学到了很多,https://img9.doubanio.com/icon/u69366710-6.jpg,0,,https://www.douban.com/people/lovevision/,朱利安,看过,"
                    2021-10-23 14:31:44
                "
胡彦斌和沈少说点话就好了,https://img2.doubanio.com/icon/u49276493-63.jpg,0,,https://www.douban.com/people/nia_chen/,森暮,看过,"
                    2021-10-25 10:53:02
                "
感人 感觉很真实。从中也领悟到了一些爱人爱自己的方式。,https://img9.doubanio.com/icon/u50598794-5.jpg,1,,https://www.douban.com/people/50598794/,小王几偶吧,看过,"
                    2022-01-14 20:24:28
                "
郭老师没下车，反而是动了真感情吧。老王也能结婚，估计是谈恋爱的时候很不一样吧。,https://img9.doubanio.com/icon/u37365425-26.jpg,0,,https://www.douban.com/people/fyx19951101/,林占宇,看过,"
                    2021-10-22 01:43:47
                "
唯一一口气追看的综艺，我居然被芒果出品的综艺给看哭了！2021最佳真人秀预定！再加一?：把我大新疆拍的太美了！,https://img9.doubanio.com/icon/u37383039-25.jpg,1,,https://www.douban.com/people/37383039/,Foda,看过,"
                    2021-08-12 22:24:03
                "
大陆好的综艺越来越多了。再见爱人很疗愈啊。开始觉得问题最大的，到最后发现最好，真是时间说明一切。最喜欢佟晨洁，感觉从原生的泥里洗涤出尘，好棒好好，努要多努力才能这样。,https://img1.doubanio.com/icon/u1498183-27.jpg,0,,https://www.douban.com/people/Iris-Lau/,星河里的满月?,看过,"
                    2021-11-14 23:30:16
                "
通宵追完，真上头，章郭是我的最爱，我怎么就爱看这么缠绵温情的东西呢，追到都睡不着觉了，越虐越爱，我也是疯了。,https://img1.doubanio.com/icon/u53223737-8.jpg,1,,https://www.douban.com/people/53223737/,笑忘。舒,看过,"
                    2021-10-18 08:48:32
                "
真的是又哭又笑着看完的……,https://img1.doubanio.com/icon/u3187340-8.jpg,0,,https://www.douban.com/people/weiweihuakai/,薇薇,看过,"
                    2022-03-11 17:01:08
                "
希望下次举杯只为杯中的酒 佟晨洁真的人间理想,https://img2.doubanio.com/icon/u198335661-22.jpg,5,,https://www.douban.com/people/198335661/,Volcanic,看过,"
                    2021-10-06 22:09:53
                "
没打开前以为是作秀节目，不想还是有被很多真实所触动。我们成长环境里的情商教育很多时候是缺失的，与人相处，不论是亲人、爱人和朋友，都是一门学问。,https://img9.doubanio.com/icon/u5744937-24.jpg,0,,https://www.douban.com/people/5744937/,元宝酱,看过,"
                    2021-11-06 16:56:10
                "
特别的节目，看别人也是发现自己,https://img9.doubanio.com/icon/u155664345-4.jpg,1,,https://www.douban.com/people/155664345/,Irene,看过,"
                    2021-09-26 15:21:49
                "
黄执中来干什么,https://img2.doubanio.com/icon/u43644480-72.jpg,2,,https://www.douban.com/people/43644480/,小月棋之,看过,"
                    2021-08-06 22:12:24
                "
郭柯宇的温柔下面确是一把刀,https://img2.doubanio.com/icon/u61004483-2.jpg,2,,https://www.douban.com/people/61004483/,蘑古力,看过,"
                    2021-09-25 00:13:33
                "
