短评内容,头像,星级评分数,j,用户连接,用户名,是否看过,评论时间
★9 生活的背面写满了无奈,https://img2.doubanio.com/icon/u227003478-3.jpg,0,,https://www.douban.com/people/227003478/,任清禾,看过,"
                    2022-02-01 20:53:58
                "
综艺真的好看！嘉宾主持都选的不错。最喜欢章贺郭柯宇，咋说呢，郭柯宇太文艺太重感情太细腻了，这种性格容易想太多，表面看着云淡风轻可啥都清楚明白的，但是让自己不在乎，典型的生活满足不了思想，情感的细腻质地高度太高了，一般人真达不到。章贺超嘴硬，心思敏感细腻偏要装作大条，在乎死了吧其实，愿意陪她照顾亦师亦友的前任？骗人。且他虽然细腻但在感情方面是钝的，心是和郭柯到不了一起去的。直觉郭柯是双鱼，百度了一下果然是，那章肯定就是天蝎，一看确实。双鱼天蝎肯定会相爱的，也相杀。分开挺好的。kk佟晨洁只能说一个愿打一个愿挨，对佟挺失望，挺明白一人，但她愿意糊涂就糊涂吧。王秋雨朱雅琼我有点看不懂，朱雅琼肯定是深爱过的，也被伤透了。老王太分裂了我不看懂他，这种男人我最讨厌了，因为看不透摸不着也握不住，真实又虚伪。,https://img2.doubanio.com/icon/user_normal_f.jpg,2,,https://www.douban.com/people/199523162/,豆友199523162,看过,"
                    2021-09-23 12:57:58
                "
赤果果,https://img2.doubanio.com/icon/u188142727-2.jpg,0,,https://www.douban.com/people/188142727/,Ttt0908,看过,"
                    2021-10-25 11:39:35
                "
大结局有感：相信真实的力量，真实会给你带来最大的力量。 真实地追剧式追综了👍,https://img9.doubanio.com/icon/u198037015-4.jpg,1,,https://www.douban.com/people/198037015/,不知秋,看过,"
                    2021-10-20 18:43:32
                "
如果不是按照剧本演，还算比较深刻的婚姻话题。不过仅限于表皮，我觉得深层次原因可能是因为在电视前，没有揭露。这只是代表了没有财务矛盾，没有婆婆妈妈矛盾，没有家庭矛盾的尖尖生，只是在追求爱与不爱。,https://img2.doubanio.com/icon/u154516670-1.jpg,0,,https://www.douban.com/people/154516670/,joyleele,看过,"
                    2021-11-06 06:25:14
                "
今年完整看过的第二个综艺，节目在有趣和有意义之间的平衡把握得很好。以为会是一出撕逼大戏，完全没有；以为会是一面倒地批判一方，也没有。节目更多的在于展示夫妻或者两性相处的方方面面，更多的在引发观众的思考，而不是简单地说教，目的更多的是让观众在与人相处中，更好的做自己，自己开心的同时也不让他人难过。很温暖很治愈，还有不得不说新疆真的太美了。,https://img2.doubanio.com/icon/u212695438-1.jpg,0,,https://www.douban.com/people/212695438/,岩石里的花,看过,"
                    2021-11-28 11:57:28
                "
比恋爱更难的结婚，比结婚更难的是放手。,https://img2.doubanio.com/icon/u163661960-3.jpg,0,,https://www.douban.com/people/163661960/,樱宁儿,看过,"
                    2022-02-09 23:06:36
                "
三对六人都有优点展示，也有缺点曝露，戏剧冲突足。观察室嘉宾观点输出过于密集,https://img2.doubanio.com/icon/user_normal_f.jpg,0,,https://www.douban.com/people/200668900/,🚶‍♀️走路回家,看过,"
                    2021-11-04 23:46:45
                "
比想象中好，但又没达到惊喜的程度。,https://img1.doubanio.com/icon/u82143183-8.jpg,0,,https://www.douban.com/people/lee_church/,且风吹散,看过,"
                    2022-03-21 17:07:22
                "
"没想到本年度最爱的综艺竟是一款离婚综艺…也是赚了最多眼泪的综艺。最讨厌在恋综里磕糖，因为恋综是普通恋爱剧也能呈现的丰富程度(简而言之就是弱智), 但离婚综艺里是影视剧无法表达的复杂，冷战、爆发、分开一定是漫长多元的！可能也是第一季，它真的足够真实，足够让人能代替自我，并去理解每一个人，每一对情侣，每一种关系！",https://img9.doubanio.com/icon/u128413898-5.jpg,0,,https://www.douban.com/people/128413898/,绿子,看过,"
                    2022-01-19 22:58:42
                "
2021第一神综。原来还有40岁的茶🍵，见识到了，打扰了。,https://img2.doubanio.com/icon/u209789571-1.jpg,0,,https://www.douban.com/people/209789571/,yidou,看过,"
                    2021-10-12 04:25:50
                "
最后一集章贺郭柯宇下车给我哭惨了,https://img2.doubanio.com/icon/u174056546-1.jpg,0,,https://www.douban.com/people/174056546/,Tux_小禮服,看过,"
                    2021-10-20 23:57:39
                "
看到现在真心觉得不错，节目组找的地方，找的摄影师画师等等都不错。而且节目会让我有所思索。,https://img2.doubanio.com/icon/u167310918-2.jpg,0,,https://www.douban.com/people/kaszxhyyqx/,自己,看过,"
                    2021-08-19 11:49:58
                "
能配得上三星以上的（情感）综艺都是在探查人性，以及八百部无脑偶像剧都不如章鱼最后那一抱戳人,https://img2.doubanio.com/icon/u172063764-2.jpg,1,,https://www.douban.com/people/172063764/,还有宇宙呢,看过,"
                    2021-10-20 20:12:34
                "
结局太棒了 学到了很多男女相处的东西 郭老师下车真的太感动了 ,https://img2.doubanio.com/icon/u189294300-2.jpg,0,,https://www.douban.com/people/Liangbofans/,和喧嚣保持距离,看过,"
                    2021-12-07 10:42:28
                "
哭死我了，年度最佳,https://img2.doubanio.com/icon/u147219114-2.jpg,0,,https://www.douban.com/people/147219114/,Miss.Puff,看过,"
                    2021-12-15 23:56:21
                "
几乎每一期都看哭了，就是好多好多遗憾啊，夹杂着讲不清楚表达不了的念头和情绪。看弹幕觉得挺悲哀的，好多都是“这女人真作”，或者“男人就是不行”。观众们越来越不去体味展现在眼前的微妙情绪了，用最简单最格式化的想法去理解最复杂最立体的人。虽然看完之后还是挺恐婚的，但是它并没有激化我的看法，反而让我变平和了。其实我恐惧的不是婚姻本身，而是伴侣的变化的不确定性。爱也会成恨，带来伤害。虽然现在说这些都太早了（托腮,https://img2.doubanio.com/icon/u221560365-12.jpg,0,,https://www.douban.com/people/221560365/,山止川行,看过,"
                    2021-10-29 17:59:01
                "
可以说是相当有诚意的一个综艺了，虽然剧本痕迹也很重。从综艺中学到了很多人生哲学，不能说从此可以少走一些弯路，但至少多了些角度去看待事物。ps，看到了很多人在看完节目后各种分析嘉宾的性格态度心理，我真是满头问号❓难道我看了个假节目吗？我怎么没看到那么多道道🤦‍♀️长期被曝光在镜头前，就算是包装自己树立人设，也很难一直维持住总有露马脚的时候，更何况本身也是个很糊的演技不咋样的演员呢😂如果真有分析人士所说那得是多出神入化的演技啊，不红都感觉天理难容吧😂比起那些，我更愿意相信，那都是成年人的选择罢了，而最后的下车拥抱，就当欣赏一部画面很美好的偶像剧了，也很感谢他们愿意呈现给我们一个he假象，满足嗑学家们的念想。好聚好散的最佳诠释，至少告诉我们，离婚也可以很体面，相濡以沫，不如相忘于江湖！,https://img1.doubanio.com/icon/u122627296-9.jpg,0,,https://www.douban.com/people/122627296/,甜品控不控,看过,"
                    2021-10-28 09:56:50
                "
怎么说呢 可以算是🥭近期最有诚意的节目了 但是有些东西吧 总是讨论总是讨论就没劲了 让人很想学大张伟大喊一声 算了吧！没必要！,https://img2.doubanio.com/icon/u202850880-1.jpg,1,,https://www.douban.com/people/202850880/,sureyes,看过,"
                    2021-09-21 16:09:34
                "
"章贺和郭柯相拥而泣，升华了整个综艺，相逢一笑泯恩仇。
一直很喜欢郭柯宇，同为双鱼座，经常分不清自己的真实需求，有时候很作很感性，一直没放弃跟着自己的心。章贺一开始让我觉得没什么素质，后来就爆发出了硬汉柔情，两人纠缠的太虐心。佟真是完美妻子了。
看完的几点感悟:
1.不要因为觉得该结婚了就去结婚，婚后很可能发现对方不是对的人，成本太高。
2.对方不应该承载太多东西，还是要各自丰富自己的生活，各自要成为更好的人。
3.深度沟通对长期关系的维持很有必要。
",https://img1.doubanio.com/icon/u107034367-7.jpg,0,,https://www.douban.com/people/107034367/,有意,看过,"
                    2021-10-22 13:29:36
                "
老章冷静会聊天，但不愿主动沟通 老王忙于工作，愿意付出，但没情趣 KK气氛担当，能言善辩，心智不成熟 三人相加，再除以二， 基本就是一个好男人标准！ 这片子，缺了郭老师，就比较傻了,https://img2.doubanio.com/icon/u173677310-1.jpg,0,,https://www.douban.com/people/173677310/,Y_Y,看过,"
                    2021-11-04 16:07:00
                "
综艺一般，倒是种草了《直到对的人来》,https://img1.doubanio.com/icon/u47090408-19.jpg,0,,https://www.douban.com/people/47090408/,Aria,看过,"
                    2022-01-13 20:17:12
                "
最后一个拥抱就值五星！,https://img2.doubanio.com/icon/u193514035-1.jpg,0,,https://www.douban.com/people/193514035/,老天爷益阳办事,看过,"
                    2021-10-21 10:23:07
                "
看到第11期，突然注意到这里的评论都太片面了。这个综艺太好了，很多设置非常巧妙，我太爱听嘉宾们的分析了。不仅在分析两性关系中，如何更好的相处，也在分析我们究竟要如何更好的爱自己，与自己和解的同时也是与伴侣和解。 我本来以为这是一个讽刺离婚冷静期的节目，看到现在，我才意识到，之前对婚姻的恐惧都是来自于不了解，不懂，看到太多失败的婚姻，就不敢迈步，不敢尝试。 其实我可以成为更好的人，也能遇到更好的你，我们在一起会成为更好的我们，创造更丰满的我们。 我建议所有在恋爱中，婚姻中，甚至单身中，找不到自己的人来看这个节目，它太棒了！ 可能我是学心理学的，看到生活中我很多困惑的点，被各种巧妙的展现，被单独拿出来温柔的分析。就像一个巨人在你背上轻轻一推，给一个轻轻的力让你挣脱脚下的桎梏，豁然开朗。,https://img2.doubanio.com/icon/u165170436-1.jpg,7,,https://www.douban.com/people/165170436/,鹿o.O~,看过,"
                    2021-10-10 20:12:59
                "
哭成狗🐶让人反思的真人秀，真的是相爱容易相守难,https://img9.doubanio.com/icon/u77011394-6.jpg,0,,https://www.douban.com/people/77011394/,叁又貓,看过,"
                    2021-10-23 23:16:18
                "
好看，希望不要有剧本在里面,https://img2.doubanio.com/icon/u213791717-1.jpg,0,,https://www.douban.com/people/213791717/,wumingshibenwum,看过,"
                    2021-10-21 17:31:50
                "
没想到竟然还有一些感人 看到最后一期的时候，老王跟朱雅琼对视时放的音乐竟然是departure，正好最近也想二刷入殓师，有种梦幻联动的感觉，主题都是告别，想起郭柯说过的一句话，没有爱情又怎么样，有的话就能好好告别吗？这种感情上的事儿真的很难搞清楚，但还是被他们的真情实感的流露给感动到了，我宁愿相信是没有剧本的,https://img2.doubanio.com/icon/u51517939-2.jpg,0,,https://www.douban.com/people/51517939/,小莫不是羊,看过,"
                    2021-11-21 20:39:08
                "
意外的好看，每组嘉宾都很真实，就是真实生活里会遇到的问题，演播室的嘉宾也很真情实感投入其中，另外风景好漂亮，好想去旅游。,https://img2.doubanio.com/icon/u59278339-3.jpg,0,,https://www.douban.com/people/59278339/,小酒窝,看过,"
                    2021-10-20 17:51:26
                "
针不戳，一单身娃看的很起劲的好综艺。,https://img2.doubanio.com/icon/u155230316-12.jpg,0,,https://www.douban.com/people/155230316/,西西,看过,"
                    2021-12-23 23:37:01
                "
拜托我自己 勇敢起来吧!,https://img3.doubanio.com/icon/u132508215-100.jpg,0,,https://www.douban.com/people/132508215/,Iris,看过,"
                    2021-10-02 21:00:11
                "
很婚姻故事 很中国 很China men（苦笑,https://img2.doubanio.com/icon/u151837465-3.jpg,0,,https://www.douban.com/people/151837465/,念慈,看过,"
                    2021-10-31 23:58:33
                "
王秋雨简直让人窒息,https://img1.doubanio.com/icon/u57441504-8.jpg,4,,https://www.douban.com/people/57441504/,枪枪,看过,"
                    2021-09-16 14:22:30
                "
还不错，很感动,https://img2.doubanio.com/icon/u174350072-2.jpg,0,,https://www.douban.com/people/174350072/,jiexing相随,看过,"
                    2021-09-17 21:39:06
                "
章鱼夫妇收足我的泪点,https://img2.doubanio.com/icon/u172581302-1.jpg,0,,https://www.douban.com/people/172581302/,等风来,看过,"
                    2021-08-21 02:02:31
                "
长大之后才知道原来爱情他并不是一个可以简单获得并且只是靠努力就能去维护的，往往复杂的充满裂缝却又要修补，不知道自己会不会有这样的爱,https://img1.doubanio.com/icon/u70291287-7.jpg,0,,https://www.douban.com/people/KourouKING/,柚子皮。,看过,"
                    2021-11-27 16:47:26
                "
很真实！是我今年内看过的最最最好看的综艺，治愈又有道理,https://img1.doubanio.com/icon/u200707904-19.jpg,0,,https://www.douban.com/people/200707904/,一行白鹭上青天,看过,"
                    2021-08-08 17:48:02
                "
一度担心高开低走，最后一集完全封神,https://img2.doubanio.com/icon/u164451276-1.jpg,2,,https://www.douban.com/people/164451276/,高铃响,看过,"
                    2021-10-21 02:20:45
                "
希望人到中年仍有精力/能力去追究感情,https://img2.doubanio.com/icon/u180916460-1.jpg,0,,https://www.douban.com/people/180916460/,一只梨呆,看过,"
                    2021-10-21 13:37:43
                "
"我们其实很难告诉他人关于爱的忠告，因为大家全都是凭着本能以及生活的际遇一次次体悟，慢慢得出了一套自己对于爱的理解。

确定的答案是首先要爱自己，只是在此之后，似乎很少人再有多的力量去爱别人了。

但是如果我们能很好的认识自己，并且知道要如何与他人相处以及沟通，不神话爱也不消耗爱，懂得情绪的及时排解，也许就能很好的享受到爱的滋养！",https://img2.doubanio.com/icon/u172348207-1.jpg,0,,https://www.douban.com/people/172348207/,远山,看过,"
                    2021-11-16 16:52:10
                "
“分别和爱不一定是相悖的” 猛男哭泣用完半包抽纸后 好像没有那么恐婚了,https://img2.doubanio.com/icon/u162220196-2.jpg,1,,https://www.douban.com/people/162220196/,JoeJoe,看过,"
                    2021-08-22 21:20:56
                "
爱和分别并不相悖,https://img2.doubanio.com/icon/u145187443-3.jpg,1,,https://www.douban.com/people/omanib/,pepper,看过,"
                    2021-10-27 20:28:43
                "
真实的婚姻生活吧,https://img2.doubanio.com/icon/u42039274-1.jpg,0,,https://www.douban.com/people/42039274/,杨宥宥。,看过,"
                    2021-10-31 10:40:14
                "
感情这种虚无的东西真的好折磨人,https://img9.doubanio.com/icon/u64574825-4.jpg,0,,https://www.douban.com/people/64574825/,SakuraAriel,看过,"
                    2021-11-16 13:20:23
                "
人与人相处最难的是沟通 婚姻真的是一本太难懂的书 每一对有每一对的故事、伤痛与爱 这个节目真的好好哭 ,https://img2.doubanio.com/icon/u226456006-2.jpg,0,,https://www.douban.com/people/226456006/,春夏秋冬火锅,看过,"
                    2021-08-09 18:01:38
                "
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,https://img9.doubanio.com/icon/u152780321-6.jpg,0,,https://www.douban.com/people/152780321/,蚊子呢他去哪了,看过,"
                    2021-10-26 19:44:43
                "
看完收藏了她们的旅游路线 希望有天可以去新疆旅行 太美啦,https://img9.doubanio.com/icon/u163074958-24.jpg,0,,https://www.douban.com/people/163074958/,今天  了吗,看过,"
                    2021-11-15 22:27:54
                "
爱和离别并不矛盾,https://img2.doubanio.com/icon/u52865157-2.jpg,0,,https://www.douban.com/people/52865157/,可可豆_格格,看过,"
                    2021-09-22 12:42:17
                "
很正能量的节目 学习 反思 反省,https://img1.doubanio.com/icon/u29599638-9.jpg,0,,https://www.douban.com/people/gift87/,遇小佛,看过,"
                    2021-08-15 18:08:41
                "
看过最棒的综艺，说综艺倒是更感觉像纪录片，记录3对夫妻的情感抉择。36问和下车抉择的这2个真是太好哭了。看人家婚姻情感的问题，也更好反思自己的问题。特别喜欢在大结局中，郭柯宇和章贺两个人的画面。他们自身都是建有一堵墙都害怕自己受伤，且要强。也不表达自己的情感，导致他们互相质疑曾经的10年，当都为对方下车相拥的那一刻，章贺也不再问各种问题，就说：我懂。这才是勇敢双向奔赴的意义吧。,https://img2.doubanio.com/icon/u147147361-2.jpg,0,,https://www.douban.com/people/147147361/,管不着 。🐨,看过,"
                    2021-10-21 13:13:21
                "
比什么电视剧电影都来的真挚的情感表现,https://img2.doubanio.com/icon/u206428291-1.jpg,1,,https://www.douban.com/people/206428291/,点歌机土君子,看过,"
                    2021-08-20 08:09:15
                "
在他人的失败婚姻里学会爱。发现其实里面的人就算有些缺点但是都是值得被爱的 还是希望他们能改掉吧 最后真的恭喜章郭 郭老师终于扒开自己多年来砌的墙走出来了 章老师也得到了答案 希望你们都更好555555,https://img2.doubanio.com/icon/u140585827-2.jpg,0,,https://www.douban.com/people/140585827/,N,看过,"
                    2021-10-27 20:33:14
                "
让人泪崩的节目 看到最后太感人了 爱与分别并不相悖 学会去爱，也要有勇气去面对离别 爱与分别是人生的重大课题,https://img2.doubanio.com/icon/u229240516-1.jpg,0,,https://www.douban.com/people/229240516/,啦啦啦,看过,"
                    2022-02-13 01:13:34
                "
反思体会婚姻中的百味人生，能够拥有不同的婚姻观爱情观，并且更勇敢,https://img2.doubanio.com/icon/u159551163-1.jpg,1,,https://www.douban.com/people/159551163/,雨夜逐梦,看过,"
                    2021-08-11 20:11:59
                "
良心综艺，每期看着都心痛。。。看完后，对自己反思了很多。最大收获是在亲密关系中要懂得表达与沟通，学会倾听和体谅，矛盾不能自己去消化。而且要体谅另一半，不要太自我。,https://img9.doubanio.com/icon/u134643890-5.jpg,4,,https://www.douban.com/people/134643890/,自然卷,看过,"
                    2021-09-01 17:43:52
                "
泪点密集，看完更加恐婚了。 真实可贵，改为五星！！！,https://img2.doubanio.com/icon/u159385325-3.jpg,0,,https://www.douban.com/people/159385325/,一帆,看过,"
                    2021-08-05 00:30:39
                "
最后后半程拉胯下,https://img9.doubanio.com/icon/u190810427-5.jpg,0,,https://www.douban.com/people/190810427/,对的对的,看过,"
                    2021-10-04 15:58:58
                "
“ 天就要凉了 白天多穿一点 晚上盖好被子 祝您一切顺利 未来拥有爱与健康和自由 ”,https://img2.doubanio.com/icon/u188989742-1.jpg,3,,https://www.douban.com/people/Z1956912200341/,杨,看过,"
                    2021-10-27 18:40:01
                "
彻底粉上了郭柯，一个能把自己捯饬成秋菊的女人，怎么会这么有魅力啊,https://img2.doubanio.com/icon/u189718863-1.jpg,0,,https://www.douban.com/people/189718863/,朱赫,看过,"
                    2021-10-20 23:25:12
                "
郭柯宇老师复不复婚的无所谓，希望你过的幸福，可以好好搞事业吗？,https://img2.doubanio.com/icon/u189345347-1.jpg,0,,https://www.douban.com/people/189345347/,花花,看过,"
                    2021-08-24 15:46:14
                "
学到很多，不沟通，沟通无效是两个人关系破解的起点。,https://img1.doubanio.com/icon/user_normal.jpg,0,,https://www.douban.com/people/183448173/,起个啥名字,看过,"
                    2021-11-14 23:40:31
                "
看的疲惫 拧巴的感情让人窒息 ,https://img9.doubanio.com/icon/u63523400-25.jpg,0,,https://www.douban.com/people/63523400/,L,看过,"
                    2022-03-13 16:08:38
                "
治愈之旅,https://img1.doubanio.com/icon/u216476014-38.jpg,0,,https://www.douban.com/people/216476014/,阿窦,看过,"
                    2021-10-28 04:15:23
                "
真·真人秀,https://img9.doubanio.com/icon/u146006549-5.jpg,0,,https://www.douban.com/people/146006549/,burebure,看过,"
                    2021-11-01 11:31:50
                "
目前可以，祈祷芒果别乱剪辑乱搞,https://img2.doubanio.com/icon/u194434476-3.jpg,0,,https://www.douban.com/people/chysvt/,喜东东,看过,"
                    2021-08-12 20:45:39
                "
节目挑选的三对爱人太“中产”了，在大多数的婚姻中很难做到不谈物质只谈感情。其实在现实生活中，尤其是老一辈的女性，她们并不是没有离婚的勇气，而是没有离婚的权利。,https://img2.doubanio.com/icon/u192345113-1.jpg,0,,https://www.douban.com/people/192345113/,stevennnn,看过,"
                    2021-11-28 16:56:44
                "
真的是很棒的婚姻综艺 像一个镜子一样看到自己的问题！婚姻真的很难,https://img2.doubanio.com/icon/u163110636-3.jpg,0,,https://www.douban.com/people/163110636/,已猪销,看过,"
                    2021-08-19 13:22:36
                "
和我爱的杰哥一起看的,https://img3.doubanio.com/icon/u181022726-10.jpg,0,,https://www.douban.com/people/181022726/,张新新,看过,"
                    2022-03-05 11:51:26
                "
佟晨洁佟女士别给人当妈了，无人能理解佟的压力和难处，只想得到自己的。kk气死我了,https://img9.doubanio.com/icon/u60604950-16.jpg,0,,https://www.douban.com/people/60604950/,Giliannn,看过,"
                    2021-09-26 08:57:26
                "
我在看的过程中，几乎能在每位嘉宾身上看到自己的影子。自己平时是个泪点比较高的人，但看到结局的时候还是泪眼朦胧了。差一🌟是觉得剧本的痕迹较重。另外配乐很好听。最后，这是一部值得和对象一起n刷的综艺。,https://img1.doubanio.com/icon/u219318383-7.jpg,1,,https://www.douban.com/people/219318383/,putaoaaa,看过,"
                    2021-11-29 15:24:14
                "
上帝视角看一切似乎都不至于，经历者就是撕扯释怀找答案又不相信，种种煎熬吧,https://img2.doubanio.com/icon/u138755539-3.jpg,0,,https://www.douban.com/people/138755539/,福禄瘦,看过,"
                    2021-10-23 02:06:28
                "
爱和分离并不相悖 没办法相处的人真的没办法在一起吧 我看着郭柯宇的防备和伪装 看着她一步一步打破自己的壁垒 承认自己喜欢 爱也是藏不住的吧 我爱她清醒 爱她感性 爱她最后手足无措的拥抱爱过的人 却说不出完整的话表达自己 语言有时候就是这么匮乏 我更爱朱雅琼 很多人说她作 说她幼稚 可我看见了她挣扎着独立 挣扎着找自己 挣扎着追上自己的灵魂 爱自由 爱她丰富的世界 希望我也能追上自己的灵魂 我也能有我自己的 富足的世界,https://img2.doubanio.com/icon/u157107861-2.jpg,0,,https://www.douban.com/people/157107861/,iYuQing,看过,"
                    2021-12-09 23:19:07
                "
好像谁都有错，但好像也没有错。爱里没有对错，他们不是没有爱，可能只是不会表达爱。爱情和婚姻的不同，生活柴米油盐的交织，真实而且令人动容。虽然还没结婚，但又真的很理解他们每一个人，未来的日子，过成自己想要的样子。,https://img2.doubanio.com/icon/u168771001-2.jpg,0,,https://www.douban.com/people/168771001/,L,看过,"
                    2021-08-05 14:34:27
                "
喜欢佟晨洁。（ps：多年来没因为歌，倒是等到中年了因为这个节目粉上了胡彦斌哈哈）,https://img2.doubanio.com/icon/u53930582-2.jpg,0,,https://www.douban.com/people/53930582/,Be1ar,看过,"
                    2021-11-19 14:58:44
                "
是一部可以让人思考很多的综艺,https://img2.doubanio.com/icon/u161668030-33.jpg,1,,https://www.douban.com/people/161668030/,还没睡醒,看过,"
                    2021-08-16 23:23:57
                "
有问题就去面对与解决吧,https://img3.doubanio.com/icon/u229693205-10.jpg,0,,https://www.douban.com/people/229693205/,月亮与走便是,看过,"
                    2022-01-07 01:06:24
                "
小朱与老王非常真心，喜欢这一对，即使不在一起，依旧深爱，“你在，我在”,https://img9.doubanio.com/icon/u191317256-5.jpg,0,,https://www.douban.com/people/191317256/,阿绿,看过,"
                    2021-11-12 22:54:37
                "
爱是具体的，不是抽象的。,https://img9.doubanio.com/icon/u190637201-14.jpg,0,,https://www.douban.com/people/190637201/,liangmaor,看过,"
                    2021-08-11 22:57:27
                "
新疆风景美，很平淡的亲密关系综艺不错,https://img2.doubanio.com/icon/u168090602-1.jpg,0,,https://www.douban.com/people/168090602/,kohy,看过,"
                    2021-11-13 11:46:27
                "
"昨晚看到《再见爱人》賀哥和郭姐姐拥抱的这里直接爆哭。不是因为太甜而感动，是为两个人终于卸下防御，彼此和解而感慨。这个拥抱就是他们十年婚姻最好的结局啊，贺哥得到了肯定，郭姐姐直面内心。

一直认为深爱过的人，其中的感情远不是爱或恨那么简单，也不是只有离或合两种选择。

这个节目，让人看到一段关系里，感情不是找到Mr.right就可以一直幸福快乐的生活。在恋爱长河中，情感是时起时伏，始终流动着的。

这个节目，也让人看见亲密关系除了离合之外的，第三种可能。让人思考，分别之后，如何以孩子妈妈、孩子爸爸的身份，共同相处，既往不咎，祝福彼此。

《再见爱人》真的是我今年看过的，最真实、细腻、诗意、深刻的综艺了。",https://img2.doubanio.com/icon/u158541714-1.jpg,0,,https://www.douban.com/people/158541714/,照在脸上的光,看过,"
                    2021-10-22 12:45:04
                "
为沈教授加一星。里面有句话说的蛮好的，看了那么多酸甜苦辣，才发现生活还是蛮美好的,https://img2.doubanio.com/icon/u100958418-2.jpg,0,,https://www.douban.com/people/100958418/,顾晓曼,看过,"
                    2021-08-15 12:29:51
                "
感谢节目，感谢真实！,https://img2.doubanio.com/icon/u207768944-3.jpg,0,,https://www.douban.com/people/207768944/,古道朝阳,看过,"
                    2021-11-05 00:37:52
                "
2021-E-5 8.5/10 虽然依旧恐婚，但是真的很好看，聚光灯下难得的真实，赤裸裸的真实。,https://img2.doubanio.com/icon/u112933942-1.jpg,0,,https://www.douban.com/people/112933942/,kind,看过,"
                    2021-12-22 22:37:36
                "
愿意把自己的问题展现在那么多观众面前就很勇敢很勇敢了，我有学到一些东西。希望大家幸福，每一个人。节目也太真挚太走心了，祝大家幸福健康，收获到爱。♥️,https://img2.doubanio.com/icon/u170811458-3.jpg,0,,https://www.douban.com/people/170811458/,可,看过,"
                    2021-10-28 18:19:39
                "
真的，女人自己过也挺好，新疆真美！拍的真好！,https://img2.doubanio.com/icon/u164944351-2.jpg,0,,https://www.douban.com/people/164944351/,叒1234,看过,"
                    2022-03-25 22:20:07
                "
看生活类真人秀真的不能先网上吃瓜 代入了怎么看章贺怎么难受,https://img1.doubanio.com/icon/u181422935-8.jpg,0,,https://www.douban.com/people/181422935/,overshare,看过,"
                    2021-11-12 08:54:03
                "
看了还是挺有感触的，看看别人的问题，自己也能反思。,https://img2.doubanio.com/icon/u221365965-1.jpg,0,,https://www.douban.com/people/221365965/,欢乐喵,看过,"
                    2021-09-11 21:18:32
                "
人都是用被爱的方式爱别人。,https://img9.doubanio.com/icon/u103513735-5.jpg,0,,https://www.douban.com/people/103513735/,三猫,看过,"
                    2021-11-05 23:04:33
                "
这两年见过最坦诚的芒果综艺,https://img2.doubanio.com/icon/u141840940-1.jpg,4,,https://www.douban.com/people/141840940/,Dreached.,看过,"
                    2021-10-08 01:09:26
                "
原来胡彦斌是那么柔软的一个人，作为创作者肯定是共情能力比较强，才可以写出那么多好歌，斌斌老师的很多观点也很犀利，也确实改变了我之前对他的印象！,https://img2.doubanio.com/icon/u240390532-1.jpg,1,,https://www.douban.com/people/240390532/,简历宝,看过,"
                    2021-08-03 18:28:16
                "
拍得不错 看了之后更恐婚了,https://img9.doubanio.com/icon/u170866744-5.jpg,1,,https://www.douban.com/people/170866744/,床底常驻居民,看过,"
                    2021-09-17 17:29:29
                "
看到最后居然会被最真实的一对打动  也是一开始最不喜欢的一对  希望挥手告别的能够释怀  而有心墙不想跨越的就不要再试探了,https://img2.doubanio.com/icon/u140123621-1.jpg,0,,https://www.douban.com/people/infortainment/,嘿球你好,看过,"
                    2021-10-24 22:51:53
                "
恐男宣传片,https://img9.doubanio.com/icon/u169995805-6.jpg,0,,https://www.douban.com/people/169995805/,迪迦new癞,看过,"
                    2021-10-23 11:30:00
                "
看完十二期了，真的是一个描摹婚姻相当真实的影视了，包含综艺、电视剧、电影的所有范畴。,https://img1.doubanio.com/icon/user_normal.jpg,0,,https://www.douban.com/people/75444609/,写出我人生,看过,"
                    2021-10-16 23:01:06
                "
真实,https://img2.doubanio.com/icon/u133058424-1.jpg,0,,https://www.douban.com/people/Pandoraegg/,Pandoraegg,看过,"
                    2021-11-06 13:14:59
                "
今年看过最好的综艺 不愧是吴梦知 百万文案大师,https://img9.doubanio.com/icon/u189257179-5.jpg,0,,https://www.douban.com/people/189257179/,IIItaly1900,看过,"
                    2021-09-24 01:17:43
                "
很真实，能映射出自己的婚姻问题，让处于困境的有更多的方式去解决和改变。,https://img2.doubanio.com/icon/u218464713-2.jpg,2,,https://www.douban.com/people/218464713/,芒心怀旧,看过,"
                    2021-09-23 09:41:43
                "
章贺帅，为啥这对默契的不复合？那些结婚吵架的都怎么过着呢,https://img9.doubanio.com/icon/u155215687-5.jpg,0,,https://www.douban.com/people/155215687/,考拉,看过,"
                    2021-08-22 10:52:05
                "
情绪管理和良好的沟通好重要，难平衡的“需要”与“被需要”，爱情与婚姻，这些命题只能自己慢慢想清楚。最后大家在读制作组给他们写的信，那一刻整个被温暖触动了。像节目组给郭柯宇的祝福那样，希望所有人拥有爱，健康与自由！/看节目的时候甚至还做了笔记！哭了太多次了:( ,https://img1.doubanio.com/icon/u143711264-19.jpg,0,,https://www.douban.com/people/143711264/,八月半,看过,"
                    2022-03-05 18:45:21
                "
